dataset,min_x,max_x,mean_x,q25_x,q50_x,q75_x,min_y,max_y,mean_y,q25_y,q50_y,q75_y,min_euclidean,max_euclidean,mean_euclidean,q25_euclidean,q50_euclidean,q75_euclidean,loss_mse,accuracy
minsensors_10,0.02388668,6.6250505,2.6984797,1.4945311546325684,2.5219478607177734,3.9425458908081055,0.27624607,5.642894,1.95264,1.006791591644287,1.7376184463500977,2.5152883529663086,0.95881134,6.974468,3.5924988,1.9589014053344727,3.514610528945923,4.650607585906982,0.020301278680562973,0.7894737124443054
minsensors_12,0.16266155,5.094755,1.7248286,0.6562978625297546,1.4345526695251465,2.6690040826797485,0.09261799,3.9592094,1.31873,0.4533419609069824,1.116204023361206,2.069491982460022,0.2712913,5.343983,2.4161487,1.6272405982017517,2.28744113445282,2.9098129272460938,0.00965978018939495,0.8809523582458496
