dataset,min_x,max_x,mean_x,q25_x,q50_x,q75_x,min_y,max_y,mean_y,q25_y,q50_y,q75_y,min_euclidean,max_euclidean,mean_euclidean,q25_euclidean,q50_euclidean,q75_euclidean,loss_mse,accuracy
minsensors_10,0.15332222,5.9064703,1.7705027,0.8615207672119141,1.490997314453125,2.286630630493164,0.0042676926,4.106988,0.9625214,0.32409191131591797,0.6204490661621094,1.4288854598999023,0.30007368,6.0083704,2.1760046,1.3476649522781372,1.809859275817871,2.512897491455078,0.00836622342467308,0.8771929740905762
minsensors_12,0.07109022,6.0318832,1.6954072,0.7377467155456543,1.4006531238555908,2.3361117839813232,0.18287182,3.917941,1.1834003,0.5212805271148682,0.9338927268981934,1.5754456520080566,0.4094522,6.0505776,2.2633214,1.4239600598812103,2.1490063667297363,3.061095356941223,0.008986559696495533,0.8809523582458496
