model,dataset,execution,elapsed_time_ms,input_data_amount,average_time_per_input
M2,minsensors_12,15,0.051319122314453125,42,0.0012218838646298363
M2,minsensors_12,16,0.05042552947998047,42,0.0012006078447614396
M2,minsensors_12,17,0.04734206199645996,42,0.0011271919522966658
M2,minsensors_12,18,0.051630496978759766,42,0.0012292975471133278
M2,minsensors_12,19,0.04842948913574219,42,0.0011530830746605283
M2,minsensors_12,20,0.04765486717224121,42,0.0011346396945771716
M2,minsensors_12,21,0.046945810317993164,42,0.0011177573885236467
M2,minsensors_12,22,0.05088925361633301,42,0.0012116488956269763
M2,minsensors_12,23,0.048302650451660156,42,0.0011500631059919084
M2,minsensors_12,24,0.0500025749206543,42,0.0011905374981108167
M2,minsensors_12,25,0.05173921585083008,42,0.0012318860916864303
M2,minsensors_12,26,0.046966552734375,42,0.0011182512555803572
M2,minsensors_12,27,0.04874086380004883,42,0.0011604967571440198
M2,minsensors_12,28,0.04837608337402344,42,0.00115181150890532
M2,minsensors_12,29,0.04714012145996094,42,0.0011223838442847842
M2,minsensors_12,30,0.052236080169677734,42,0.0012437161945161365
M2,minsensors_12,31,0.048413991928100586,42,0.0011527140935262044
M2,minsensors_12,32,0.04740595817565918,42,0.0011287132898966472
M2,minsensors_12,33,0.04732799530029297,42,0.0011268570309593564
M2,minsensors_12,34,0.04774641990661621,42,0.0011368195215861003
M2,minsensors_12,35,0.04746675491333008,42,0.0011301608312697638
M2,minsensors_12,36,0.048479318618774414,42,0.0011542694909232004
M2,minsensors_12,37,0.04880642890930176,42,0.0011620578311738513
M2,minsensors_12,38,0.05095219612121582,42,0.0012131475266956148
M2,minsensors_12,39,0.050878047943115234,42,0.001211382093883696
M2,minsensors_12,40,0.04727363586425781,42,0.001125562758672805
M2,minsensors_12,41,0.04740619659423828,42,0.0011287189665294829
M2,minsensors_12,42,0.050393104553222656,42,0.0011998358226957776
M2,minsensors_12,43,0.04648447036743164,42,0.0011067731039864676
M2,minsensors_12,44,0.04706001281738281,42,0.0011204764956519717
M2,minsensors_12,45,0.04640531539916992,42,0.0011048884618849982
M2,minsensors_12,46,0.05191516876220703,42,0.0012360754467192151
M2,minsensors_12,47,0.04765605926513672,42,0.0011346680777413504
M2,minsensors_12,48,0.05009603500366211,42,0.0011927627381824312
M2,minsensors_12,49,0.04666638374328613,42,0.001111104374840146
M2,minsensors_12,50,0.049559831619262695,42,0.001179995990934826
M2,minsensors_12,51,0.052838802337646484,42,0.0012580667223249162
M2,minsensors_12,52,0.0483856201171875,42,0.00115203857421875
M2,minsensors_12,53,0.046662330627441406,42,0.0011110078720819381
M2,minsensors_12,54,0.054174184799194336,42,0.0012898615428379603
M2,minsensors_12,55,0.05066037178039551,42,0.001206199328104655
M2,minsensors_12,56,0.0478510856628418,42,0.0011393115634009952
M2,minsensors_12,57,0.04865884780883789,42,0.0011585439954485213
M2,minsensors_12,58,0.04752850532531738,42,0.0011316310791742233
M2,minsensors_12,59,0.05084824562072754,42,0.0012106725147792272
M2,minsensors_12,60,0.049912214279174805,42,0.0011883860542660667
M2,minsensors_12,61,0.047833919525146484,42,0.001138902845836821
M2,minsensors_12,62,0.055315256118774414,42,0.001317029907589867
M2,minsensors_12,63,0.05062055587768555,42,0.0012052513304210844
M2,minsensors_12,64,0.04996824264526367,42,0.0011897200629824684
M2,minsensors_12,65,0.04720711708068848,42,0.0011239789781116304
M2,minsensors_12,66,0.05069994926452637,42,0.0012071416491553897
M2,minsensors_12,67,0.047159671783447266,42,0.0011228493281773158
M2,minsensors_12,68,0.04827284812927246,42,0.0011493535268874396
M2,minsensors_12,69,0.047766923904418945,42,0.0011373077120099748
M2,minsensors_12,70,0.05051064491271973,42,0.001202634402683803
M2,minsensors_12,71,0.05160665512084961,42,0.0012287298838297527
M2,minsensors_12,72,0.050797462463378906,42,0.0012094633919852121
M2,minsensors_12,73,0.04914999008178711,42,0.0011702378590901692
M2,minsensors_12,74,0.048798561096191406,42,0.0011618705022902716
M2,minsensors_12,75,0.050928354263305664,42,0.0012125798634120397
M2,minsensors_12,76,0.04682111740112305,42,0.0011147885095505487
M2,minsensors_12,77,0.04782605171203613,42,0.0011387155169532413
M2,minsensors_12,78,0.05435657501220703,42,0.0012942041669573104
M2,minsensors_12,79,0.0511927604675293,42,0.001218875249226888
M2,minsensors_12,80,0.04745125770568848,42,0.00112979185013544
M2,minsensors_12,81,0.0503387451171875,42,0.0011985415504092262
M2,minsensors_12,82,0.05027437210083008,42,0.0011970088595435733
M2,minsensors_12,83,0.04745125770568848,42,0.00112979185013544
M2,minsensors_12,84,0.04995250701904297,42,0.0011893454052153089
M2,minsensors_12,85,0.04706931114196777,42,0.001120697884332566
M2,minsensors_12,86,0.05030512809753418,42,0.0011977411451793852
M2,minsensors_12,87,0.04764246940612793,42,0.0011343445096697127
M2,minsensors_12,88,0.046530723571777344,42,0.0011078743707566034
M2,minsensors_12,89,0.04979872703552246,42,0.001185683977036249
M2,minsensors_12,90,0.05816340446472168,42,0.0013848429634457542
M2,minsensors_12,91,0.05082225799560547,42,0.0012100537618001301
M2,minsensors_12,92,0.04976773262023926,42,0.0011849460147676013
M2,minsensors_12,93,0.05084991455078125,42,0.0012107122512090775
M2,minsensors_12,94,0.0524907112121582,42,0.001249778838384719
M2,minsensors_12,95,0.05072641372680664,42,0.001207771755400158
M2,minsensors_12,96,0.048523902893066406,42,0.0011553310212634859
M2,minsensors_12,97,0.05047106742858887,42,0.0012016920816330682
M2,minsensors_12,98,0.04782748222351074,42,0.0011387495767502557
M2,minsensors_12,99,0.04793977737426758,42,0.0011414232708158948
M2,minsensors_12,100,0.049387216567993164,42,0.001175886108761742
M3,minsensors_10,1,0.2664225101470947,57,0.004674079125387627
M3,minsensors_10,2,0.06454038619995117,57,0.001132287477192126
M3,minsensors_10,3,0.06714487075805664,57,0.0011779801887378358
M3,minsensors_10,4,0.06509661674499512,57,0.0011420459078069318
M3,minsensors_10,5,0.06592297554016113,57,0.0011565434305291426
M3,minsensors_10,6,0.0674448013305664,57,0.0011832421286064282
M3,minsensors_10,7,0.0700979232788086,57,0.0012297881276983965
M3,minsensors_10,8,0.07855105400085449,57,0.0013780886666816578
M3,minsensors_10,9,0.06626462936401367,57,0.0011625373572633978
M3,minsensors_10,10,0.06351065635681152,57,0.0011142220413475705
M3,minsensors_10,11,0.06398916244506836,57,0.0011226168850011994
M3,minsensors_10,12,0.06030678749084473,57,0.0010580138156288548
M3,minsensors_10,13,0.0599672794342041,57,0.0010520575339334052
M3,minsensors_10,14,0.06861066818237305,57,0.0012036959330240886
M3,minsensors_10,15,0.06440114974975586,57,0.0011298447324518573
M3,minsensors_10,16,0.06120705604553223,57,0.001073808000798811
M3,minsensors_10,17,0.06262731552124023,57,0.001098724833705969
M3,minsensors_10,18,0.059531211853027344,57,0.0010444072254917078
M3,minsensors_10,19,0.06130814552307129,57,0.0010755815004047594
M3,minsensors_10,20,0.06307792663574219,57,0.0011066302918551262
M3,minsensors_10,21,0.06326484680175781,57,0.001109909593013295
M3,minsensors_10,22,0.06780743598937988,57,0.0011896041401645594
