dataset,min_x,max_x,mean_x,q25_x,q50_x,q75_x,min_y,max_y,mean_y,q25_y,q50_y,q75_y,min_euclidean,max_euclidean,mean_euclidean,q25_euclidean,q50_euclidean,q75_euclidean,loss_mse,accuracy
minsensors_10,0.017490387,7.6238403,1.4371411,0.4973635673522949,0.995762825012207,1.7372722625732422,0.0047216415,7.125166,1.5106508,0.3297710418701172,1.1380071640014648,2.1835145950317383,0.074632645,10.4350815,2.3198867,1.2394189834594727,2.2030563354492188,2.8616886138916016,0.011946138925850391,0.859649121761322
minsensors_12,0.011492252,7.0286894,1.6051879,0.6944770812988281,1.2058005332946777,2.29150128364563,0.002796173,2.8430586,1.0392889,0.2539684772491455,0.764427661895752,1.777707576751709,0.23050624,7.1875725,2.0766273,1.00470931828022,2.0343732833862305,2.963086724281311,0.008092658594250679,0.8333333134651184
