dataset,min_x,max_x,mean_x,q25_x,q50_x,q75_x,min_y,max_y,mean_y,q25_y,q50_y,q75_y,min_euclidean,max_euclidean,mean_euclidean,q25_euclidean,q50_euclidean,q75_euclidean,loss_mse,loss_d1,loss_d2,accuracy_d1,accuracy_d2
minsensors_10,0.020748199222784258,6.205232762094374,1.891716609128015,0.6573434126303965,1.5425878942040914,2.7927557837946226,0.13751776646315683,7.577826729934812,1.8284362451933012,0.280887441145774,1.815802276780012,2.3112357589250756,0.28842083227908216,7.9774534139229,2.9552152802211005,1.6573954345455952,2.6064604938437,3.6675283730967188,5.768599987030029,1.2714999914169312,6.8928751945495605,0.719298243522644,0.19298245012760162
minsensors_12,0.06653704047484332,5.747571524386702,2.0003242621267057,0.8547450810656789,1.8866578316722293,2.599244526622429,0.08772643040358652,5.497366641525627,1.40659635743967,0.28940327595412363,1.6701557046669748,2.0944561313697667,0.17697415440470307,6.233638929102511,2.656295246269308,1.8678974563944077,2.437783106847525,3.3330334472257177,9.37818717956543,1.6363141536712646,11.313654899597168,0.7857142686843872,0.1428571492433548
