timestamp,pos_x,pos_y,pos_z,b827ebf7d096,b827eb917e19,b827ebfd7811,b827eb4521b4,000000000302,000000000401,000000000402,000000000202,000000000301,000000000201,000000000101,000000000102
1568995793.707762,7.78,0.14,1.85,100,100,100,100,100,100,100,100,-71,-76,100,-76
1568638479.593093,2.59,10.95,2.05,100,100,100,100,100,-71,-80,100,100,100,-74,100
1568638631.105994,2.59,10.95,2.05,100,100,100,100,100,100,-80,100,-71,100,-70,100
1568638879.47598,2.59,10.95,2.05,100,100,100,100,100,100,-80,100,-71,-65,100,100
1568638965.4947507,2.59,10.95,2.05,100,100,100,100,100,-70,100,100,-71,-66,100,100
1568639028.259672,2.59,10.95,2.05,100,100,100,100,100,-71,100,-79,100,-68,100,100
1568639159.725336,2.59,10.95,2.05,100,100,100,100,100,-70,-80,100,-72,100,100,100
1568639164.729279,2.59,10.95,2.05,100,100,100,100,100,100,100,-78,-73,-67,100,100
1568639190.194673,2.59,10.95,2.05,100,100,100,100,100,-72,-80,100,100,100,100,-66
1568639255.71348,2.59,10.95,2.05,100,100,100,100,100,-70,100,100,100,-68,100,-69
1568639646.045276,2.59,10.95,2.05,100,100,100,100,-80,100,100,100,100,-68,100,-68
1568639678.332972,2.59,10.95,2.05,100,100,100,100,-82,-71,-80,100,100,100,100,100
1568639685.599949,2.59,10.95,2.05,100,100,100,100,100,100,100,100,-70,-68,-72,100
1568639689.232073,2.59,10.95,2.05,100,100,100,100,100,100,100,100,-70,-69,-70,100
1568639967.159942,2.59,10.95,2.05,100,100,100,100,100,-70,100,100,100,-68,-74,100
1568640054.480935,2.59,10.95,2.05,100,100,100,100,-81,-70,100,100,100,100,-74,100
1568803745.789186,12.95,0.44,1.85,100,100,100,100,100,-73,100,100,100,100,-69,-70
1568803749.409446,12.95,0.44,1.85,100,100,100,100,-75,100,100,-79,100,-80,100,100
1568803840.378046,12.95,0.44,1.85,100,100,100,100,100,-73,100,-76,100,100,-83,100
1568803849.459473,12.95,0.44,1.85,100,100,100,100,100,100,-63,-79,-74,100,100,100
1568803910.41301,12.95,0.44,1.85,100,100,100,100,100,100,-63,100,100,-80,-74,100
1568803989.171189,12.95,0.44,1.85,100,100,100,100,100,100,-61,-80,100,-77,100,100
1568804021.02779,12.95,0.44,1.85,100,100,100,100,-74,100,-63,100,100,-80,100,100
1568804276.826564,12.95,0.44,1.85,100,100,100,100,-74,100,100,100,100,-81,-78,100
1568804467.373661,12.95,0.44,1.85,100,100,100,100,100,100,-62,-79,100,100,100,-71
1568804504.2069807,12.95,0.44,1.85,100,100,100,100,-74,100,-62,-80,100,100,100,100
1568804544.1887467,12.95,0.44,1.85,100,100,100,100,-74,100,100,100,100,100,-73,-70
1568804554.646674,12.95,0.44,1.85,100,100,100,100,-74,100,-60,100,100,100,-87,100
1568804619.207488,12.95,0.44,1.85,100,100,100,100,-75,100,-63,100,100,100,-83,100
1568804656.49125,12.95,0.44,1.85,100,100,100,100,100,100,-61,-81,-74,100,100,100
1568804705.148256,12.95,0.44,1.85,100,100,100,100,100,-70,100,-79,100,100,100,-72
1568804716.978351,12.95,0.44,1.85,100,100,100,100,100,100,100,-76,100,-81,100,-70
1568804798.776313,12.95,0.44,1.85,100,100,100,100,-76,100,100,-83,100,-74,100,100
1568804804.69795,12.95,0.44,1.85,100,100,100,100,100,100,100,-79,100,100,-83,-73
1568804923.829611,12.95,0.44,1.85,100,100,100,100,100,-69,100,-79,100,100,100,-70
1568804937.479165,12.95,0.44,1.85,100,100,100,100,100,100,-63,100,-78,-80,100,100
1568804956.1490047,12.95,0.44,1.85,100,100,100,100,-74,-70,100,-79,100,100,100,100
1568804971.154468,12.95,0.44,1.85,100,100,100,100,-74,100,100,100,100,-74,-78,100
1568804977.517122,12.95,0.44,1.85,100,100,100,100,-74,100,-63,-81,100,100,100,100
1568805144.5379407,12.95,0.44,1.85,100,100,100,100,100,100,100,-80,-81,-81,100,100
1568805225.025886,12.95,0.44,1.85,100,100,100,100,-74,100,100,-80,100,-80,100,100
1568805233.2306907,12.95,0.44,1.85,100,100,100,100,100,100,-64,100,100,100,-73,-70
1568805287.319527,12.95,0.44,1.85,100,100,100,100,100,100,100,100,100,-80,-78,-70
1568805292.314783,12.95,0.44,1.85,100,100,100,100,-74,100,100,100,-78,-80,100,100
1568805303.2438188,12.95,0.44,1.85,100,100,100,100,-74,100,100,100,-78,-77,100,100
1568805365.587252,12.95,0.44,1.85,100,100,100,100,100,100,-65,100,100,100,-68,-70
1568805386.951168,12.95,0.44,1.85,100,100,100,100,100,100,100,-76,100,100,-73,-70
1568805410.120086,12.95,0.44,1.85,100,100,100,100,100,100,100,-82,100,100,-78,-69
1568805435.131005,12.95,0.44,1.85,100,100,100,100,100,100,100,100,100,-77,-68,-70
1568805481.513842,12.95,0.44,1.85,100,100,100,100,100,100,100,100,-78,100,-73,-70
1568986130.849734,7.77,17.44,1.85,100,100,100,100,100,-73,-78,100,100,100,-85,100
1568986216.828178,7.77,17.44,1.85,100,100,100,100,100,-75,-82,-66,100,100,100,100
1568986275.029852,7.77,17.44,1.85,100,100,100,100,-82,100,-78,100,100,-68,100,100
1568986400.125692,7.77,17.44,1.85,100,100,100,100,100,100,-81,100,100,100,-84,-77
1568986475.636425,7.77,17.44,1.85,100,100,100,100,-81,100,100,-66,100,100,-84,100
1568986751.819111,7.77,17.44,1.85,100,100,100,100,100,-75,-79,100,-78,100,100,100
1568986841.416424,7.77,17.44,1.85,100,100,100,100,100,-75,100,-66,-80,100,100,100
1568986871.896893,7.77,17.44,1.85,100,100,100,100,100,-73,100,-67,100,100,-84,100
1568986898.727777,7.77,17.44,1.85,100,100,100,100,100,-75,-78,100,100,100,-84,100
1568987073.899156,7.77,17.44,1.85,100,100,100,100,100,-75,-78,100,100,100,100,-79
1568987098.943401,7.77,17.44,1.85,100,100,100,100,-79,-75,-82,100,100,100,100,100
1568987104.855342,7.77,17.44,1.85,100,100,100,100,100,-73,-78,100,-78,100,100,100
1568987136.715227,7.77,17.44,1.85,100,100,100,100,100,-73,-78,100,100,100,100,-77
1568987139.8951807,7.77,17.44,1.85,100,100,100,100,-80,-73,100,100,100,100,100,-77
1568987158.978958,7.77,17.44,1.85,100,100,100,100,-81,-75,-78,100,100,100,100,100
1568987368.709043,7.77,17.44,1.85,100,100,100,100,-82,100,100,-67,-77,100,100,100
1568987386.918985,7.77,17.44,1.85,100,100,100,100,100,100,100,-67,-76,-67,100,100
1568987389.65197,7.77,17.44,1.85,100,100,100,100,100,100,100,-68,100,-68,-84,100
1568987395.10413,7.77,17.44,1.85,100,100,100,100,-77,100,-81,100,-81,100,100,100
1568987420.998923,7.77,17.44,1.85,100,100,100,100,100,100,100,-66,100,-68,100,-78
1568987519.215949,7.77,17.44,1.85,100,100,100,100,100,100,-78,-67,100,100,-84,100
1568987556.952518,7.77,17.44,1.85,100,100,100,100,100,-74,100,100,-77,100,-84,100
1568987669.731367,7.77,17.44,1.85,100,100,100,100,100,-73,100,100,100,-68,-85,100
1568987685.232939,7.77,17.44,1.85,100,100,100,100,100,-73,-78,100,-76,100,100,100
