timestamp,pos_x,pos_y,pos_z,b827eb4521b4,b827ebfd7811,000000000202,000000000101,000000000402,000000000301,000000000201,000000000302,000000000401,b827ebf7d096,000000000102,b827eb917e19
1581249602.775541,18.014822918,8.456302085,1.843479166,-75,-76,100,-83,100,100,100,100,100,100,100,100
1581249604.6004336,17.891064804,8.443935196,1.793753072,100,-75,100,100,100,100,100,-77,-62,100,100,100
1581249606.41576,17.878,8.443443302,1.859556698,100,100,-81,100,100,-75,100,100,100,-82,100,100
1581249607.7881472,17.809819183,8.444716097,1.842522602,100,100,100,100,100,100,100,-71,100,100,-76,-80
1581249609.6129804,17.441117449,8.416106041,1.849421208,100,100,100,-82,100,100,-84,100,-62,100,100,100
1581249611.4285874,16.985480916,8.461159828,1.822680343,-78,100,-79,100,100,100,100,-71,100,100,100,100
1581249612.7911203,16.640273391,8.405791151,1.845786077,100,-72,-81,100,100,100,100,100,100,100,-78,100
1581249614.1556537,16.235532908,8.481113765,1.847904193,100,100,-77,100,-71,100,100,100,100,-77,100,100
1581249615.523685,15.779634322,8.413554397,1.800837476,100,100,100,100,100,100,-80,100,-56,100,-74,100
1581249617.3409028,15.259200684,8.440503307,1.970891448,-73,100,100,100,-79,100,100,100,100,100,100,-75
1581249618.707269,14.775840736,8.252003982,1.849952221,100,100,-80,100,100,100,-81,100,100,100,-79,100
1581249620.5230978,14.263423336,8.25760945,1.873552555,100,100,-70,-77,100,100,100,100,100,100,100,-73
1581249621.8886805,13.822433193,8.419997511,1.792667496,100,100,100,100,-71,100,100,-69,-73,100,100,100
1581249623.705754,13.211232294,8.527078836,1.762763491,-72,100,100,-76,100,100,100,100,100,-77,100,100
1581249625.07503,12.760576393,8.526919945,1.730919945,100,100,-75,-78,100,-80,100,100,100,100,100,100
1581249626.890973,12.362079676,8.593166431,1.784833569,-69,-76,100,100,100,100,100,100,100,-78,100,100
1581249628.2566185,11.96972852,8.578672421,1.803668105,100,100,100,100,100,-74,100,100,-68,100,100,-77
1581249629.6154995,11.533608304,8.586,1.809220834,100,100,-74,-76,100,100,100,-74,100,100,100,100
1581249630.985064,11.083909035,8.578390904,1.815,100,100,100,100,-78,100,-77,100,100,100,-72,100
1581249632.346037,10.639799508,8.578928878,1.811142244,100,100,100,100,100,100,-74,100,-69,100,-76,100
1581249634.1673791,9.940462268,8.583848742,1.828302515,100,100,100,100,-78,100,100,-73,100,-77,100,100
1581249635.5400534,9.324544863,8.530575112,1.824849777,100,100,100,100,100,100,-79,100,100,100,-74,-69
1581249636.906453,8.818512086,8.546835748,1.836376811,100,100,-70,100,-75,100,100,-73,100,100,100,100
1581249638.731077,8.144428534,8.522035715,1.837785709,-68,-73,-70,100,100,100,100,100,100,100,100,100
1581249640.1013937,7.607406852,8.527610564,1.837929193,100,100,100,100,100,100,100,100,100,-87,-75,-66
1581249641.4650345,7.113250481,8.534,1.834909564,100,100,-77,-71,100,-71,100,100,100,100,100,100
1581249642.823599,6.632445124,8.532420201,1.794260604,100,100,100,100,-81,-73,100,100,-68,100,100,100
1581249644.6523995,6.164742629,8.63357483,1.885013983,100,-82,100,100,100,-77,-76,100,100,100,100,100
1581249646.465065,5.4670697,8.668068881,1.878310373,-67,100,-71,100,100,100,100,100,100,100,100,-68
1581249647.831055,4.898224656,8.732857871,1.859,100,100,100,-67,100,100,-68,100,-74,100,100,100
1581249649.199082,4.380702069,8.571060965,1.862870207,100,100,-76,100,100,-77,100,100,100,100,-69,100
1581249651.0169542,3.602432051,8.616235051,1.818005436,100,-84,100,-67,100,100,100,100,100,-84,100,100
1581249652.8409605,2.87686,8.558340385,1.836,100,100,100,-67,100,100,100,100,-69,100,-64,100
1581249654.6541357,2.175443979,8.537661826,1.834,100,100,-75,100,100,100,-71,100,100,-84,100,100
1581249656.0303051,1.657203725,8.535437386,1.841781307,100,100,100,-71,100,-77,-67,100,100,100,100,100
1581249657.8482244,0.998653041,8.503154722,1.852690556,-76,100,100,100,-74,100,100,100,100,-83,100,100
1581249659.2192786,0.492253758,8.472116348,1.846846539,100,100,100,100,100,100,100,-79,-69,100,-65,100
