timestamp,pos_x,pos_y,pos_z,b827eb4521b4,b827ebfd7811,000000000202,000000000101,000000000402,000000000301,000000000201,000000000302,000000000401,b827ebf7d096,000000000102,b827eb917e19
1581249602.7768414,18.014747065,8.456247904,1.843500838,1.4032858444081126e-07,1.1952668041007696e-07,6.607291364984042e-08,2.9301854735116436e-08,1.047402984257952e-07,3.2419257748087773e-07,9.655235797212931e-09,4.9810717055349687e-08,7.751883548838718e-07,4.211112851910187e-08,9.202207759036989e-09,9.004844568554134e-08
1581249604.146521,17.90443628,8.44164093,1.81551349,7.93767760042763e-08,1.0300098074739688e-07,2.9952623149688787e-08,2.246450958119837e-08,1.8360818356120723e-07,7.568498856596096e-08,6.492958137044551e-08,8.373676227937992e-07,2.4252855792044752e-06,2.9952623149688787e-08,1.5101140549451243e-08,6.270797748066891e-08
1581249605.9676938,17.878760096,8.446719711,1.862,4.232260348685927e-08,1.9264728128317477e-07,6.93607878063835e-08,2.8922572235289033e-08,2.289488114381339e-07,2.3188648896295752e-07,3.1697863849222286e-08,5.170361655518837e-07,1.5485902178852245e-06,1.6117432343683916e-08,3.287989926827857e-08,1.2155221701976072e-07
1581249607.3255498,17.860124122,8.437539002,1.841663124,3.770811843303748e-08,1.251188643150958e-07,1.5751531778110042e-08,2.246450958119837e-08,1.7433825117072255e-07,1.261914688960386e-07,7.523758767782307e-08,3.169786384922228e-07,7.30957344480193e-07,1.6643260159335426e-08,4.297299471551807e-08,2.9952623149688787e-08
1581249608.6971524,17.640921739,8.432,1.85900301,1.7936226389050516e-07,6.59676552873384e-08,5.408728618288216e-08,9.401733990533876e-08,1.0630957344480194e-07,2.215850536941307e-07,9.202207759036989e-09,1.5976334020503847e-07,1.941039576718201e-06,8.019035177988042e-08,1.1056744297431423e-07,5.93131712690767e-08
1581249610.0681555,17.331706115,8.470062975,1.833073471,9.528175539703937e-08,1.3833332212584236e-07,7.350967350733742e-08,3.010178771665591e-08,1.4004816378080418e-07,2.7630750746605403e-08,2.6304100703363547e-08,1.1657032582347663e-06,9.202207759036988e-07,1.6936226389050515e-07,7.894466637263044e-08,2.7114126630064704e-08
1581249611.4307516,16.984948208,8.461259711,1.822480578,1.284381860425528e-07,1.6936226389050515e-07,1.1924354052777791e-08,3.1697863849222286e-08,5.2399971173291354e-08,6.270797748066891e-08,1.316227766016838e-08,3.9782626779834896e-07,1.575153177811004e-06,4.4212030719625456e-08,1.316227766016838e-08,4.6214819744179516e-08
1581249613.243637,16.522946141,8.457689516,1.843995104,8.737610581967104e-08,1.6199302397033852e-07,8.367404010405479e-08,5.98107170553497e-08,2.774679409307892e-07,1.3949378611666482e-07,5.6634648937956505e-08,6.492958137044551e-07,2.4056367537880847e-06,1.891380943827842e-07,1.6911760578408208e-07,2.584893192461111e-09
1581249614.607989,16.077640605,8.478294271,1.85418231,1.0730776516764475e-07,1.1321445781074655e-07,6.507283498050932e-08,4.0967796239706964e-08,3.0243268300025684e-07,1.6570325823476632e-07,1.1321445781074658e-08,5.5659648979960836e-08,1.657032582347663e-06,1.0390000533382413e-07,6.59676552873384e-08,1.4252855792044752e-07
1581249615.975628,15.635492757,8.67586919,1.837972541,1.6764742223554333e-07,1.1056744297431423e-07,5.976334020503848e-08,2.295515468351554e-08,6.565964897996083e-08,2.0290645150336897e-07,5.102744016049447e-08,1.1995262314968878e-06,1.3919616367746669e-05,2.0532536465184484e-07,2.3391467472716976e-07,1.7167094038248797e-07
1581249617.8000183,15.089386382,8.348370467,1.987577659,2.6936226389050514e-07,1.9264728128317477e-07,5.5659648979960836e-08,1.9830003630146112e-08,1.2664326015933542e-07,1.7364654058200912e-07,2.4670391800922668e-08,6.082301924289465e-07,1.5467041115025128e-05,1.3568630728941005e-07,2.2511886431509583e-08,2.10441046696229e-07
1581249619.157601,14.653135385,8.377513538,1.891216154,1.4252855792044752e-07,1.5886564694485644e-07,2.575153177811004e-08,4.207794538043619e-08,2.2955154683515546e-07,9.528175539703937e-08,2.0898437030758357e-08,5.976334020503847e-07,3.84381860425528e-06,3.9566058948926614e-07,1.0159132884184131e-07,6.492958137044551e-08
1581249620.5246463,14.263036204,8.256899707,1.87356546,2.584893192461114e-07,7.535659294528747e-07,3.6539957709041736e-07,1.757032582347663e-07,5.355705035764862e-07,1.823392749757972e-07,7.259057284139076e-08,2.3114900809857166e-07,1.458451643291054e-06,3.010178771665589e-07,7.143349365703348e-08,2.089408987771247e-07
