timestamp,pos_x,pos_y,pos_z,b827eb4521b4,b827ebfd7811,000000000202,000000000101,000000000402,000000000301,000000000201,000000000302,000000000401,b827ebf7d096,000000000102,b827eb917e19
1581249603.6927402,17.928231484,8.444971065,1.827289355,1.1480364662674968e-07,1.6266979170840745e-07,3.626219659449073e-08,3.275515473153528e-08,2.2341890061655693e-07,2.0157752974537758e-07,7.207293073614887e-08,8.274149996441104e-07,2.6764742223554332e-06,4.6214819744179516e-08,2.3044422896694065e-08,1.276375588511144e-07
1581249610.973721,17.11069662,8.421653506,1.824815066,1.316978638492223e-07,1.633331811734738e-07,4.9052559170319576e-08,5.549007812107625e-08,1.025186945360186e-07,6.521986391217849e-08,3.695449193202234e-08,4.3763698485369863e-07,1.7010457189904207e-06,1.3183279464571956e-07,8.894466637263044e-08,2.8257458909459613e-08
1581249614.6116445,16.076543975,8.478320382,1.855174498,1.0730776516764475e-07,1.290633897353577e-07,6.507283498050932e-08,8.579038563132937e-08,3.1828161492486796e-07,2.657032582347663e-07,2.132144578107466e-08,4.537668195334577e-07,9.600314929590484e-06,1.0390000533382413e-07,1.6535310190945542e-07,1.9264728128317477e-07
1581249618.2529724,14.927066876,8.251693906,1.918154531,2.2955154683515546e-07,1.9264728128317477e-07,3.843818604255281e-08,5.14527802318299e-08,7.596765528733839e-08,2.1326864699908766e-07,3.131597303963626e-08,4.087039609320586e-07,1.2040061971213517e-05,4.267952089911522e-07,9.825428334873975e-08,1.9048842354654023e-07
1581249620.9776535,14.121871945,8.18799733,1.873392175,4.580155507429993e-07,6.023772863019165e-07,2.8475818812427303e-07,1.8364654058200913e-07,4.102744016049446e-07,2.823392749757972e-07,8.728242558164463e-08,3.3114900809857166e-07,1.6169409625371653e-06,1.4883813136524945e-07,1.7143349365703346e-07,2.487516158324744e-07
1581249624.1620395,13.060771975,8.532782166,1.760910828,1.358611202799574e-07,1.8069174888422238e-07,4.109462770665411e-08,1.336742778396197e-07,1.249644954859615e-07,9.221068822864104e-08,4.5651400780280304e-08,6.642829680752918e-07,1.0787100951498103e-06,8.405264054663737e-08,6.157539975137258e-08,1.2155221701976072e-07
1581249625.9896555,12.524882132,8.562207858,1.758662863,3.7056524829214996e-07,1.1754305503871098e-07,3.511133015254162e-07,1.4558908939803778e-07,1.8860051866008553e-07,1.472773696845089e-07,1.2019006987514328e-07,2.880408660812669e-07,3.053253646518448e-06,3.9293011625498594e-08,8.402274777497515e-08,1.8404415518073977e-07
1581249629.6156385,11.533567744,8.586,1.809221901,8.638091995721797e-07,4.5651400780280304e-08,1.418602233271383e-07,1.9444469580870092e-07,8.739496688349814e-08,2.8567614212113215e-07,1.2040061971213518e-07,3.1607972427475034e-07,1.4118633672548055e-06,1.3977607699296238e-07,1.1650498112181809e-07,3.63403750778017e-07
1581249631.4390433,10.938537798,8.575213445,1.813786555,7.026452743866576e-07,6.47032397956378e-08,1.7967027019788272e-07,1.374948291823983e-07,1.742264217696698e-07,3.94381860425528e-07,1.1884991267200801e-07,4.580155507429993e-07,8.827424268390261e-07,1.0242510476274271e-07,2.873327103232185e-07,4.842844196211609e-07
1581249634.6316044,9.704791888,8.577074656,1.818399523,1.7829251235270797e-06,9.63034042421642e-08,8.402274777497515e-08,1.1943215116604908e-07,1.8860051866008553e-07,4.793235004648572e-07,3.089843703075836e-08,1.1124421071238317e-07,8.077851329505666e-07,8.497673376416219e-08,2.7072977559184693e-07,2.7601126454214384e-07
