timestamp,pos_x,pos_y,pos_z,b827eb4521b4,b827ebfd7811,000000000202,000000000101,000000000402,000000000301,000000000201,000000000302,000000000401,b827ebf7d096,000000000102,b827eb917e19
1581249602.319176,18.024095268,8.465190537,1.828047951,-80,-77,-76,-82,-75,-71,-86,-74,-67,-78,-89,-76
1581249603.2278662,17.964609997,8.446152499,1.858847501,-75,-74,-81,-84,-75,-69,-85,-80,-64,-80,-80,-75
1581249604.1454616,17.904466559,8.44163336,1.815566479,-81,-77,-77,-82,-68,-76,-75,-65,-61,-77,-86,-76
1581249605.0501342,17.883121034,8.447878966,1.783060517,-74,-73,-79,-83,-75,-72,100,-78,-64,-83,-82,-75
1581249605.963325,17.878601232,8.447196305,1.862,-80,-72,-79,-83,-74,-75,-78,100,-63,-83,-82,-74
1581249606.8679278,17.876,8.460099613,1.854,-78,100,-79,-83,-69,-77,-76,-66,-64,-80,-79,-75
1581249607.7832136,17.810476997,8.444839437,1.842440375,-76,-73,-80,-77,-80,-70,-76,-71,-69,-84,-78,-80
1581249608.6937542,17.641584033,8.432186891,1.858883193,-74,-76,-82,-83,-70,-72,-89,-74,-64,-77,-72,-81
1581249609.612115,17.441283929,8.415972857,1.849394571,-71,-76,-79,-81,-74,-76,-84,-65,-61,-77,-75,-78
1581249610.51605,17.226108155,8.423342656,1.832885781,-78,-73,-77,-78,-74,-86,-80,-71,-67,-73,-75,-87
1581249611.4285874,16.985480916,8.461159828,1.822680343,-75,-74,-83,-78,-79,-76,-83,-71,-59,-79,-80,-80
1581249612.3391614,16.751558413,8.376935048,1.841483762,-76,-74,-79,-80,-76,-73,-75,-66,-64,-75,-81,-83
1581249613.243637,16.522946141,8.457689516,1.843995104,100,-72,-78,-77,-70,-79,-80,-64,-63,-72,-72,-90
1581249614.1528938,16.236479088,8.481389734,1.847845057,-77,-73,-78,-78,-71,-72,-83,-78,-64,-79,-73,-71
1581249615.067905,15.922697658,8.464936349,1.846960218,-72,-72,-83,-80,-75,-70,-81,-71,-55,-76,-77,-73
1581249615.9717205,15.636842602,8.678178136,1.838185674,-74,-77,-76,-80,-77,-73,-79,100,-56,-70,-74,-74
1581249616.884782,15.39995572,8.368480116,1.935646987,-72,-72,-74,-81,-81,-74,-80,-64,-53,-76,-80,-76
1581249617.7981634,15.090313831,8.349019681,1.987964096,-72,-73,100,-81,-79,-75,-82,-69,-54,-75,-83,-73
1581249618.7027185,14.77722187,8.2526266,1.85053261,-71,-72,-79,-75,-72,-75,-82,100,-59,-70,-77,-71
1581249619.6082623,14.505042805,8.402852878,1.870757914,-72,-69,-85,-84,-69,100,-79,-66,-59,-70,-78,-76
1581249620.5208018,14.26399733,8.258661771,1.873533422,-70,-66,-69,-77,-69,-73,-77,-71,-59,-71,-75,-69
1581249621.431129,13.964277858,8.327275364,1.828776611,-67,-70,-71,-75,-69,-71,-74,-68,-68,-77,-72,-73
1581249622.3421187,13.668401696,8.469650673,1.76676419,-70,-67,-76,-77,-77,100,-82,-70,-80,-74,-74,-72
1581249623.2537403,13.373220227,8.529,1.757,-78,100,-76,-78,-73,-75,-80,-68,-75,-76,-83,-73
1581249624.1590624,13.061792705,8.532824696,1.76112348,-71,-71,-79,-77,-80,-77,-79,-68,-65,-79,-76,-74
1581249625.0689635,12.762561736,8.526644203,1.730644203,-77,-82,-77,-74,-72,-80,-77,100,-60,-82,-67,-71
1581249625.9852843,12.525478201,8.56216812,1.75834496,-70,-77,-72,-76,-73,-79,-73,-72,-60,-82,-77,-75
1581249626.889199,12.362502723,8.593193724,1.784806276,-68,-70,-83,-73,-75,-73,100,-68,-61,-78,-80,-76
1581249627.797886,12.110644184,8.588269469,1.79967579,-67,-80,-87,-70,-71,-74,-83,-70,-67,-74,-71,-84
1581249628.7087965,11.824582885,8.576122995,1.817754011,-71,-73,-76,-74,100,-71,-79,-71,-72,-74,-76,-69
1581249629.6118996,11.534660577,8.586,1.809193143,-65,-79,-73,-82,-78,-76,-74,-73,-69,-75,-75,-71
1581249630.524994,11.23762902,8.576425117,1.814940093,-67,-76,-73,-70,-81,-69,-75,-69,-62,-83,-70,-77
1581249631.4337723,10.94015963,8.575253991,1.813746009,-67,-83,-73,-77,-75,-75,-78,-69,-69,-78,-78,-69
1581249632.3416033,10.641334226,8.578962983,1.811074034,-73,-77,-73,-69,-70,-66,-73,-65,-69,-72,-74,-75
