timestamp,pos_x,pos_y,pos_z,b827eb4521b4,b827ebfd7811,000000000202,000000000101,000000000402,000000000301,000000000201,000000000302,000000000401,b827ebf7d096,000000000102,b827eb917e19
1581249633.2520552,10.345056995,8.569918693,1.820540654,-62,-72,-84,-74,-77,-72,-77,-67,-65,-80,-79,-71
1581249634.1668055,9.940708111,8.583856937,1.828286126,-67,-80,-77,-74,-79,-69,-82,-75,-67,-77,-71,-70
1581249635.081875,9.493100455,8.525821238,1.820865928,-60,-75,-75,-74,-71,-70,-81,-74,-62,-77,-73,-71
1581249635.9939682,9.16281684,8.540312311,1.830624623,-60,-70,-69,-79,-77,-72,-77,-76,-68,-79,-75,-67
1581249636.9017367,8.820289713,8.546690636,1.836267977,-61,-90,-69,-79,-78,-70,-77,-75,-70,-77,-73,-70
1581249637.8154187,8.480026063,8.535307181,1.837738564,-69,-85,-70,-72,-74,-70,-76,-70,-74,-83,-69,-67
1581249638.7300632,8.144800245,8.522027267,1.837836397,-66,-72,-70,-70,-78,-76,-73,-70,-68,-86,-74,-72
1581249639.6425712,7.792040098,8.524943535,1.83670431,-63,-75,-73,-65,-75,-73,-72,-70,-63,-90,-76,-66
1581249640.5544405,7.438940324,8.519117842,1.840588306,-64,-79,-72,-71,-76,-68,-78,-70,-73,-80,-72,-66
1581249641.4617748,7.114428971,8.534,1.83488449,-79,-79,-82,-71,-72,-71,-73,-75,-71,-86,-79,-66
1581249642.364678,6.780597022,8.544926303,1.818275186,-67,-79,-76,-73,-78,-69,-74,-72,-67,-79,-72,-71
1581249643.2699826,6.550758224,8.583224369,1.822206963,-64,-83,-75,-75,-84,-74,-81,-77,-70,-76,-69,-70
1581249644.1872792,6.277438937,8.683,1.864402469,-66,-85,-70,-72,-75,-77,-76,-71,-69,-90,-66,-68
1581249645.1027703,5.972419758,8.649957291,1.879,-64,-82,-70,-72,-76,-74,-75,-69,-66,-80,-73,-66
1581249646.0093608,5.621151413,8.677410358,1.886,-66,-78,-72,-75,-71,-68,-69,-74,-78,-81,-65,-64
1581249646.917298,5.269004567,8.69125807,1.870465439,-69,-81,-63,-73,-75,-75,-68,-82,-72,-80,-74,-75
1581249647.8299978,4.898726802,8.732893109,1.859,-69,-79,-69,-65,-78,-74,-67,-80,-75,-82,-71,-68
1581249648.7385252,4.515046289,8.622797698,1.868768797,-67,-82,-76,-67,-85,-77,-72,100,-68,-83,-65,-72
1581249649.6488657,4.230493794,8.592531115,1.853029047,-66,-89,-76,-66,-76,-77,-72,-76,-69,-81,-72,-69
1581249650.562108,3.81671387,8.641372359,1.850021132,-75,-82,-76,-68,-80,-77,-74,-76,-70,-81,-66,-62
1581249651.471912,3.422608229,8.590030083,1.833427732,-71,-85,-82,-67,-74,100,-70,-83,-70,-89,-61,-72
1581249652.3848145,3.058437312,8.56256887,1.83756887,-77,-82,-70,-67,-81,-75,-78,-80,-73,-88,-64,-68
1581249653.293053,2.705233581,8.566,1.835738314,-76,-79,-76,-70,-77,-83,-68,-81,-71,-88,-64,-66
1581249654.1994696,2.354224522,8.544676022,1.828,-85,-81,-71,-69,-72,-74,-71,-78,100,-84,-75,-67
1581249655.1124144,2.000232666,8.541160667,1.841959833,-71,-83,-73,-73,-78,-75,-70,-76,-66,-92,-62,-75
1581249656.0272074,1.658386512,8.535212093,1.841893953,100,-86,-69,-66,-74,-81,-67,-70,-71,-80,-62,-76
1581249656.9436274,1.320402826,8.536182097,1.84,-83,-83,-69,-69,-74,-73,-76,-79,-73,-79,-64,-71
1581249657.84772,0.998833733,8.503158924,1.852682152,-71,-83,-75,-68,-75,-76,100,-71,-73,-84,-60,-76
1581249658.7592824,0.651107598,8.486208187,1.846,-73,-82,-78,-84,-71,-78,-78,-73,-72,-84,-66,-70
1581249659.666829,0.355067792,8.44830563,1.846,-75,-85,-71,-67,-78,-78,-71,-79,-69,-86,-65,-75
