timestamp,pos_x,pos_y,pos_z,b827eb4521b4,b827ebfd7811,000000000202,000000000101,000000000402,000000000301,000000000201,000000000302,000000000401,b827ebf7d096,000000000102,b827eb917e19
1581249603.2327385,17.964078496,8.446019624,1.858980376,-75,100,100,-84,100,100,100,100,-64,100,100,100
1581249607.329739,17.859705198,8.437796802,1.841501999,-76,100,100,100,100,-72,100,100,100,100,100,-77
1581249609.613706,17.440977882,8.416217694,1.849443539,100,100,100,-81,100,100,100,-70,100,-76,100,100
1581249611.8890736,16.865771751,8.422879617,1.832004172,-78,-73,-81,100,100,100,100,100,100,100,100,100
1581249613.7000232,16.397643653,8.493564915,1.843048343,100,100,-79,100,100,-75,100,100,100,100,-73,100
1581249615.5210702,15.780703988,8.413102761,1.801312884,100,100,100,100,100,100,-80,100,100,-73,-75,100
1581249617.7995565,15.08961729,8.348532103,1.987673871,-73,100,100,100,100,100,100,-67,100,100,100,-75
1581249620.070006,14.365148634,8.387169629,1.862604199,100,100,-80,-80,100,100,-78,100,100,100,100,100
1581249622.3430588,13.668119671,8.469751913,1.766749727,-68,100,100,100,100,100,100,100,100,-74,-74,100
1581249624.1636164,13.060231324,8.532759638,1.760798192,100,100,100,-78,-75,-75,100,100,100,100,100,100
1581249626.439639,12.459072806,8.581448455,1.775387886,-70,-75,100,100,100,100,100,100,100,100,100,-72
1581249628.2590654,11.968851717,8.578590857,1.803647714,100,100,-80,100,100,-74,100,100,-66,100,100,100
1581249630.5262418,11.237192261,8.576477112,1.814981689,-67,100,100,100,100,100,100,100,100,100,-74,-71
1581249632.342687,10.64095913,8.578954647,1.811090705,100,100,100,100,100,100,-74,100,100,-78,-74,100
1581249634.1704793,9.93913363,8.583804454,1.828391091,100,100,100,100,-77,-70,100,100,100,100,-75,100
1581249635.9990602,9.160687496,8.540404891,1.830809783,100,100,-69,100,-77,100,-80,100,100,100,100,100
1581249638.2720373,8.309901533,8.520622949,1.840131154,-67,100,100,-71,-74,100,100,100,100,100,100,100
1581249640.1044152,7.606360874,8.52735488,1.837882705,100,-75,100,100,100,100,100,-69,-67,100,100,100
1581249641.917582,6.94231726,8.519722729,1.82318818,100,100,-77,100,-78,-71,100,100,100,100,100,100
1581249644.19108,6.276407338,8.683,1.864755384,100,-83,100,-72,-78,100,100,100,100,100,100,100
1581249646.015032,5.618676678,8.677513472,1.886,100,100,-70,100,100,100,-70,-73,100,100,100,100
1581249648.2884183,4.69462821,8.636441814,1.861860453,100,100,100,-67,100,100,100,100,-72,-78,100,100
1581249650.114329,4.028694845,8.61911597,1.84688403,100,100,-78,100,100,-73,100,100,100,100,-68,100
1581249652.386495,3.057803851,8.562543014,1.837543014,-76,100,100,100,100,100,100,100,100,-92,100,-70
1581249654.6591148,2.173807901,8.537626259,1.834,100,100,-74,-70,100,100,-71,100,100,100,100,100
1581249656.9473147,1.319126426,8.536238826,1.84,100,-83,100,-65,100,-77,100,100,100,100,100,100
1581249659.2175033,0.492786337,8.472252907,1.846901163,100,100,100,100,100,100,100,100,-69,-85,-64,100
