timestamp,pos_x,pos_y,pos_z,b827eb4521b4,b827ebfd7811,000000000202,000000000101,000000000402,000000000301,000000000201,000000000302,000000000401,b827ebf7d096,000000000102,b827eb917e19
1581249602.3197443,18.024099641,8.465199281,1.828096046,-73,-77,100,-82,100,100,100,100,100,100,100,100
1581249603.2327385,17.964078496,8.446019624,1.858980376,100,100,100,100,100,100,-84,100,-62,100,100,-74
1581249604.601597,17.891039872,8.443960128,1.793719829,100,-75,100,100,100,100,100,-77,100,-80,100,100
1581249605.9648018,17.878654932,8.447035204,1.862,100,100,-82,100,100,-72,100,100,100,100,-80,100
1581249606.8717177,17.876,8.459662317,1.854,100,100,100,-79,-69,-72,100,100,100,100,100,100
1581249607.790051,17.809565347,8.444668502,1.842554332,100,100,100,100,100,100,100,-74,-67,100,-74,100
1581249609.1537116,17.541615915,8.430645195,1.847988288,-73,100,100,100,100,100,-86,100,100,-77,100,100
1581249610.068667,17.331595965,8.470086579,1.833101009,100,100,-77,-81,100,100,100,-67,100,100,100,100
1581249611.429855,16.985168874,8.461218336,1.822563328,-78,-73,100,100,100,100,100,100,100,100,100,-77
1581249612.3416858,16.751170047,8.376702028,1.841425507,100,100,-81,100,-75,100,100,100,100,100,-78,100
1581249613.6972425,16.398319017,8.493386142,1.843068206,100,100,100,-78,100,-78,100,100,-64,100,100,100
1581249614.6107028,16.076826501,8.478313655,1.85491888,100,100,-78,100,-74,100,100,100,100,-75,100,100
1581249615.523607,15.779666216,8.413540931,1.800851651,100,100,100,100,100,-72,-79,100,100,100,-73,100
1581249616.888631,15.399156307,8.367118153,1.935291692,-74,100,100,100,100,100,100,-67,100,100,100,-75
1581249617.8017828,15.088504113,8.347752879,1.987210047,100,100,100,100,-78,100,-81,100,100,100,-80,100
1581249619.1560955,14.653598577,8.377559858,1.891100356,100,100,-80,-81,100,100,100,100,-59,100,100,100
1581249620.070006,14.365148634,8.387169629,1.862604199,100,100,-69,100,100,100,-76,-67,100,100,100,100
