timestamp,pos_x,pos_y,pos_z,b827eb4521b4,b827ebfd7811,000000000202,000000000101,000000000402,000000000301,000000000201,000000000302,000000000401,b827ebf7d096,000000000102,b827eb917e19
1581249603.2327142,17.964081123,8.446020281,1.858979719,-73,-74,-80,-82,-74,-69,-76,-63,-62,-77,-79,-73
1581249607.327024,17.859976708,8.437629718,1.841606426,-71,-70,-75,-77,-68,-72,-73,-68,-62,-76,-74,-77
1581249609.615722,17.440590223,8.416527822,1.849505564,-71,-72,-76,-71,-73,-76,-81,-60,-61,-71,-72,-76
1581249610.973721,17.11069662,8.421653506,1.824815066,-70,-73,-77,-78,-74,-73,-78,-67,-59,-74,-78,-77
1581249614.1556935,16.235519175,8.481109759,1.847905052,-75,-73,-75,-74,-67,-69,-80,-64,-59,-75,-73,-71
1581249616.4310057,15.524972904,8.604714024,1.938449652,-72,-71,-74,-80,-74,-74,-78,-60,-53,-69,-72,-73
1581249617.8030157,15.0878878,8.34732146,1.98695325,-70,-72,-78,-78,-73,-69,-78,-66,-51,-72,-71,-71
1581249620.5246463,14.263036204,8.256899707,1.87356546,-68,-66,-69,-69,-68,-71,-75,-67,-59,-71,-74,-69
1581249623.7060912,13.211133565,8.527076428,1.762770715,-71,-70,-75,-73,-70,-74,-79,-70,-68,-74,-75,-73
1581249625.5345511,12.617207981,8.539928004,1.734232001,-70,-75,-68,-74,-69,-76,-73,-71,-59,-76,-75,-71
1581249627.8020246,12.109299102,8.588028044,1.799710279,-64,-77,-84,-70,-66,-68,-80,-67,-64,-73,-70,-71
1581249629.162639,11.677662216,8.597084112,1.809833111,-63,-76,-73,-71,-71,-74,-76,-78,-66,-71,-74,-67
1581249630.0706038,11.389530629,8.57380936,1.811269787,-64,-73,-71,-70,-78,-68,-71,-68,-61,-81,-70,-71
1581249631.4390433,10.938537798,8.575213445,1.813786555,-67,-79,-73,-71,-71,-68,-72,-67,-69,-71,-73,-67
1581249632.803033,10.528628448,8.55774947,1.822562633,-62,-72,-82,-67,-67,-64,-74,-62,-65,-72,-73,-71
1581249634.170618,9.939074162,8.583802472,1.828395056,-64,-72,-74,-74,-69,-65,-81,-74,-66,-76,-69,-70
1581249635.5415523,9.323918034,8.530588738,1.824822523,-59,-70,-69,-78,-73,-70,-75,-75,-60,-77,-70,-65
1581249637.3620305,8.648490348,8.55129664,1.834117227,-61,-85,-70,-71,-73,-69,-69,-70,-67,-77,-68,-67
1581249638.7345805,8.143143894,8.522064912,1.837610531,-65,-72,-66,-64,-72,-68,-72,-66,-62,-86,-74,-66
1581249640.1040325,7.606493416,8.527387279,1.837888596,-60,-75,-73,-66,-76,-68,-73,-68,-64,-74,-69,-61
1581249641.4617748,7.114428971,8.534,1.83488449,-64,-72,-78,-70,-69,-70,-70,-69,-66,-75,-73,-65
1581249645.1095636,5.970624397,8.649908767,1.879,-60,-78,-70,-72,-70,-71,-70,-68,-66,-79,-65,-60
1581249646.468547,5.46577626,8.668218124,1.878260625,-65,-77,-63,-71,-72,-68,-67,-73,-71,-78,-72,-67
1581249647.8330674,4.897268722,8.732790787,1.859,-62,-76,-69,-62,-76,-73,-65,-79,-68,-76,-63,-65
1581249649.198357,4.380869383,8.571139046,1.862886938,-66,-82,-78,-65,-76,-71,-75,-74,-65,-81,-66,-65
1581249650.5663142,3.814575726,8.641337307,1.850301544,-65,-79,-73,-66,-79,-73,-72,-76,-69,-79,-64,-62
1581249652.389356,3.056725467,8.562498999,1.837498999,-65,-81,-70,-64,-75,-72,-75,-80,-68,-79,-62,-65
1581249654.6596265,2.173639789,8.537622604,1.834,-72,-81,-64,-65,-72,-74,-66,-75,-62,-84,-61,-67
1581249656.9475222,1.319054625,8.536242017,1.84,-70,-79,-69,-63,-74,-69,-75,-78,-73,-79,-60,-71
1581249658.3031209,0.833937502,8.479305852,1.857877659,-71,-80,-74,-71,-71,-72,-69,-67,-72,-82,-59,-70
1581249659.6705656,0.354176839,8.448104447,1.846,-73,-83,-70,-67,-78,-76,-68,-79,-69,-84,-64,-70
