timestamp,pos_x,pos_y,pos_z,b827ebfd7811,000000000402,b827ebf7d096,000000000202,000000000201,000000000301,000000000401,b827eb4521b4,000000000101,000000000102,000000000302,b827eb917e19
1569304943.2513688,0.16,15.33,1.85,-81,-77,-82,-73,-63,-77,-79,-76,-70,-75,-77,-74
1569304945.983389,0.16,15.33,1.85,-81,-75,-82,-74,-63,-76,-78,-76,-84,-77,-77,-74
1569304950.988818,0.16,15.33,1.85,-81,-77,-82,-71,-63,-78,-79,-76,-70,-77,-77,-74
1569304955.518607,0.16,15.33,1.85,-81,-78,-80,-74,-62,-76,-76,-76,-85,-72,-77,-80
1569304959.167313,0.16,15.33,1.85,-81,-77,-82,-73,-63,-77,-79,-76,-70,-72,-76,-74
1569304961.431776,0.16,15.33,1.85,-86,-72,-82,-71,-63,-76,-84,-90,-85,-77,-85,-79
1569304965.057926,0.16,15.33,1.85,-81,-75,-81,-74,-63,-76,-78,-76,-84,-72,-87,-79
1569304968.239974,0.16,15.33,1.85,-87,-72,-82,-75,-63,-76,-80,-76,-85,-72,-87,-80
1569304970.515718,0.16,15.33,1.85,-81,-77,-81,-73,-63,-74,-78,-71,-78,-77,-77,-69
1569304972.347066,0.16,15.33,1.85,-80,-76,-82,-71,-63,-77,-79,-75,-70,-77,-77,-72
1569304975.99624,0.16,15.33,1.85,-80,-77,-82,-73,-63,-77,-79,-76,-71,-75,-77,-74
1569304977.359241,0.16,15.33,1.85,-86,-73,-82,-73,-63,-74,-81,-76,-78,-72,-87,-79
1569304996.464588,0.16,15.33,1.85,-81,-74,-81,-74,-63,-74,-76,-76,-85,-77,-86,-75
1569305001.467152,0.16,15.33,1.85,-81,-76,-82,-73,-63,-86,-79,-76,-71,-77,-77,-72
1569305003.2776067,0.16,15.33,1.85,-87,-73,-82,-74,-63,-74,-80,-76,-85,-72,-86,-80
1569305006.0192227,0.16,15.33,1.85,-83,-75,-82,-73,-63,-77,-81,-89,-68,-77,-86,-79
1569305010.570496,0.16,15.33,1.85,-86,-73,-82,-74,-63,-77,-83,-76,-71,-72,-77,-74
1569305012.398146,0.16,15.33,1.85,-81,-77,-82,-74,-63,-76,-79,-75,-85,-77,-77,-74
1569305014.217143,0.16,15.33,1.85,-86,-74,-82,-68,-63,-86,-84,-76,-69,-77,-86,-77
1569305016.026607,0.16,15.33,1.85,-84,-75,-81,-74,-63,-76,-80,-76,-84,-72,-77,-79
1569305017.3981028,0.16,15.33,1.85,-80,-74,-82,-68,-63,-77,-79,-83,-68,-79,-86,-74
1569305021.489071,0.16,15.33,1.85,-80,-77,-82,-73,-63,-80,-79,-70,-78,-77,-76,-72
1569305023.304407,0.16,15.33,1.85,-83,-74,-82,-68,-63,-86,-81,-76,-68,-72,-85,-77
1569305026.025474,0.16,15.33,1.85,-84,-73,-82,-74,-63,-77,-82,-76,-67,-72,-87,-79
1569305027.853098,0.16,15.33,1.85,-80,-74,-81,-73,-63,-82,-79,-76,-71,-77,-77,-74
1569305030.12104,0.16,15.33,1.85,-81,-78,-82,-73,-63,-82,-79,-70,-70,-77,-77,-74
1569305035.103318,0.16,15.33,1.85,-81,-74,-80,-73,-63,-86,-76,-70,-71,-77,-87,-69
1569305037.841001,0.16,15.33,1.85,-86,-75,-82,-71,-63,-78,-84,-76,-71,-77,-86,-80
1569305039.6599867,0.16,15.33,1.85,-80,-78,-81,-73,-62,-86,-76,-70,-70,-77,-77,-69
