dataset,min_x,max_x,mean_x,q25_x,q50_x,q75_x,min_y,max_y,mean_y,q25_y,q50_y,q75_y,min_euclidean,max_euclidean,mean_euclidean,q25_euclidean,q50_euclidean,q75_euclidean,loss_mse,accuracy
minsensors_10,0.013698578,5.62533,1.4520676,0.42449450492858887,1.0364532470703125,2.151029586791992,0.010065079,4.5913143,1.1246105,0.32415103912353516,0.8553905487060547,1.5722465515136719,0.3523618,7.193874,2.0368354,0.8274630904197693,1.8199065923690796,2.661696434020996,0.008332479745149612,0.8947368264198303
minsensors_12,0.0044813156,7.731614,1.5723299,0.5810222625732422,1.1025207042694092,2.2831737995147705,0.062235832,3.615901,1.0874686,0.4386610984802246,0.8358278274536133,1.523115634918213,0.2318391,8.364851,2.055942,0.9133309721946716,1.7745385766029358,2.7371204495429993,0.008486337959766388,0.8809523582458496
