dataset,min_x,max_x,mean_x,q25_x,q50_x,q75_x,min_y,max_y,mean_y,q25_y,q50_y,q75_y,min_euclidean,max_euclidean,mean_euclidean,q25_euclidean,q50_euclidean,q75_euclidean
minsensors_10,0.020594597,3.2758284,1.1768582,0.488189697265625,1.0016117095947266,1.6240158081054688,0.024152756,6.462612,1.2200867,0.46315860748291016,0.8637185096740723,1.5341997146606445,0.33460587,6.6635413,1.8956536,1.01567804813385,1.5521057844161987,2.4375669956207275
minsensors_12,0.054574966,7.8132067,1.6100849,0.7887789011001587,1.2610396146774292,2.156404733657837,0.006122589,4.1004963,1.057564,0.1862943172454834,0.5702338218688965,1.8528807163238525,0.27702442,8.2601,2.1136603,0.927913099527359,1.982811987400055,2.5777416825294495
