dataset,min_x,max_x,mean_x,q25_x,q50_x,q75_x,min_y,max_y,mean_y,q25_y,q50_y,q75_y,min_euclidean,max_euclidean,mean_euclidean,q25_euclidean,q50_euclidean,q75_euclidean
minsensors_10,0.013464765379130439,7.272124234432878,1.8531191637456785,0.8251235915926103,1.544321288553773,2.1951652133515456,0.9011710250481997,4.668227428655918,1.5259737759915017,1.1308291518792544,1.1963618362054262,1.3270581328973208,1.1569093347366002,8.641535639380388,2.539074810563423,1.4615515942866844,2.0486696252946426,2.850679606476807
minsensors_12,0.046303043874205585,7.507494890510145,2.00615135325585,0.9957898604072608,1.5113351244607554,2.6365080561746677,0.9064686858758364,4.698419803839023,1.615492797616026,1.1395648086175356,1.2041638457879458,1.6737260510775407,1.1959113550524578,7.696106077433472,2.792043611728173,1.5810677943106146,2.227406603276451,3.4713498142320933
