dataset,min_x,max_x,mean_x,q25_x,q50_x,q75_x,min_y,max_y,mean_y,q25_y,q50_y,q75_y,min_euclidean,max_euclidean,mean_euclidean,q25_euclidean,q50_euclidean,q75_euclidean
minsensors_10,0.00643203140036519,9.606424428228502,2.4482969678926167,0.7144779908730214,1.954167426822882,3.4638700330195533,0.13751776646315683,7.577826729934812,2.0179322317977406,0.287692861067649,1.665538490464094,2.3346122237688256,0.30428299750615534,12.157912646071907,3.5501530969967625,1.8904486141058552,2.965783457730809,4.325382598297993
minsensors_12,0.06653704047484332,7.310853537326155,2.247564767060871,0.8088890671786308,1.8866578316722293,2.8887118762779376,0.08772643040358652,2.5237325164324,1.066876637209311,0.27674062679946054,0.37769539784133066,1.7221266633766916,0.17697415440470307,7.477867272802043,2.719299050542222,1.4660305441886683,2.513500613265508,3.3330334472257177
