min_x,max_x,mean_x,q25_x,q50_x,q75_x,min_y,max_y,mean_y,q25_y,q50_y,q75_y,min_euclidean,max_euclidean,mean_euclidean,q25_euclidean,q50_euclidean,q75_euclidean
0.03976820463845421,7.974194663719131,3.238513314714937,1.1963323916336819,3.058104645959925,4.553298500667287,0.05535484884916109,5.6030525033230845,1.3940728117270682,0.5612907180681264,1.1691860321325036,2.026005887562406,0.16227339085669393,7.996518768367315,3.8006667536711554,2.17157425247773,3.7539765719149027,5.011899151219996
