min_x,max_x,mean_x,q25_x,q50_x,q75_x,min_y,max_y,mean_y,q25_y,q50_y,q75_y,min_euclidean,max_euclidean,mean_euclidean,q25_euclidean,q50_euclidean,q75_euclidean
0.1408049590491025,11.124999071174432,3.1667439190402855,1.3889932708631854,2.42561302804633,4.503540346208856,0.022294610252483693,4.595517315222928,1.2754475493323567,0.39262119857749767,1.1392286030919347,1.9964180253920691,0.4800534536837221,11.129408832269261,3.725202597406194,2.1560538642587557,3.071980389895064,4.968586490793791
