min_x,max_x,mean_x,q25_x,q50_x,q75_x,min_y,max_y,mean_y,q25_y,q50_y,q75_y,min_euclidean,max_euclidean,mean_euclidean,q25_euclidean,q50_euclidean,q75_euclidean
0.16842510113849585,19.046574060274946,4.578571236119126,2.0530318147956708,3.568455783969317,6.3050240383652945,0.038156238864322845,13.34747026407819,2.3515064670353327,0.8322912628802279,1.5568163986668937,2.9002019846767513,0.8003111499880239,19.06433761930808,5.496793346371894,2.8211293861127658,3.953723859408233,6.959452443754848
