min_x,max_x,mean_x,q25_x,q50_x,q75_x,min_y,max_y,mean_y,q25_y,q50_y,q75_y,min_euclidean,max_euclidean,mean_euclidean,q25_euclidean,q50_euclidean,q75_euclidean
0.26618805852857186,7.56722996130206,3.021818580236635,1.904945227843299,2.7685717261646863,3.410298957940139,0.06649992061268328,2.5583316178932396,1.2001796673196685,0.7626436850207536,1.3462283961673953,1.7228693308740484,0.2839592103465395,7.567522152373859,3.397068972846065,1.9998308280318304,3.1198023078303674,3.6793755039966065
