windowsettings,min_x,max_x,mean_x,q25_x,q50_x,q75_x,min_y,max_y,mean_y,q25_y,q50_y,q75_y,min_euclidean,max_euclidean,mean_euclidean,q25_euclidean,q50_euclidean,q75_euclidean
1_4_100_median,0.00416760515186354,12.759724955523858,3.65415500702379,1.507871839496282,3.147412648515951,4.9883077879257725,0.007695912261779014,7.734081050330756,1.6324508773825344,0.4688860927235843,1.2090052051144577,2.158112413068231,0.6207973835441184,12.766234701712937,4.341295853394777,2.103656707935173,3.956575199296159,5.450468611316414
3_4_100_median,0.1485433368652771,13.20692105353487,5.023592748655414,1.977123197956516,3.873963894005151,8.678240829922682,0.08710859476098776,4.991026449820491,1.2942690075817551,0.45273805187082505,0.9492608680481469,1.4279448111406914,0.6306577327739442,14.018341917331849,5.469330019569253,2.741951913192139,4.233569471841754,8.695216165891592
1_12_100_median,0.03976820463845421,7.974194663719131,3.238513314714937,1.1963323916336819,3.058104645959925,4.553298500667287,0.05535484884916109,5.6030525033230845,1.3940728117270682,0.5612907180681264,1.1691860321325036,2.026005887562406,0.16227339085669393,7.996518768367315,3.8006667536711554,2.17157425247773,3.7539765719149027,5.011899151219996
3_12_100_median,0.26618805852857186,7.56722996130206,3.021818580236635,1.904945227843299,2.7685717261646863,3.410298957940139,0.06649992061268328,2.5583316178932396,1.2001796673196685,0.7626436850207536,1.3462283961673953,1.7228693308740484,0.2839592103465395,7.567522152373859,3.397068972846065,1.9998308280318304,3.1198023078303674,3.6793755039966065
3_12_100_tss,0.557855660777955,8.973258618657262,3.391503726882411,1.4208416899548189,1.981146335411813,5.3489507189068615,0.19174693677847898,5.340166809308268,1.6396664960008316,0.5837092835876865,1.299175598481213,2.701344763087189,1.3481693452200751,9.018529438690901,4.214363553655099,2.0655393029085456,3.5567773273171244,5.948255734091315
