real_x,real_y,predicted_x,predicted_y,deviation_x,deviation_y,eclidean_distance
18.024095268,8.465190537,10.254951091614268,9.193319838367676,7.769144176385732,0.7281293013676766,7.8031899575095895
17.964609997,8.446152499,13.246317462676004,10.590798789809439,4.7182925343239965,2.1446462908094386,5.18283630381476
17.904466559,8.44163336,11.656342440885224,8.38627851115084,6.2481241181147755,0.05535484884916109,6.248369319643219
17.883121034,8.447878966,6.281874970257292,8.48559142035602,11.601246063742707,0.03771245435602033,11.601307359979701
17.878601232,8.447196305,15.721008368636664,7.520423557432596,2.1575928633633374,0.9267727475674041,2.3482152136612267
17.876,8.460099613,11.575316599194455,8.266606619042598,6.300683400805546,0.1934929939574026,6.303653770306325
17.810476997,8.444839437,11.573068064323166,10.537972967218607,6.237408932676832,2.0931335302186067,6.579246018257878
17.641584033,8.432186891,10.578632464022292,8.03853670019946,7.062951568977709,0.39365019080054076,7.073913014622246
17.441283929,8.415972857,12.934892674460725,9.454269302022604,4.506391254539276,1.0382964450226044,4.624459065310736
17.226108155,8.423342656,13.657363969840342,9.203337431943499,3.568744185159657,0.7799947759434982,3.6529887639589056
16.985480916,8.461159828,13.333868358162647,8.24928197105718,3.6516125578373533,0.21187785694282013,3.6577542972181907
16.751558413,8.376935048,14.727206619921736,10.04994533296343,2.0243517930782655,1.6730102849634303,2.6262070740390233
16.523402546,8.457495889,16.519234940848136,0.7234148386692446,0.00416760515186354,7.734081050330756,7.734082173213444
16.236479088,8.481389734,11.749396741566757,7.677655329194661,4.487082346433242,0.803734404805339,4.558497227940436
15.922697658,8.464936349,12.73860936069924,8.777747240641094,3.184088297300761,0.3128108916410941,3.199416968595521
15.636842602,8.678178136,17.10460223239721,9.8615155528188,1.4677596303972091,1.1833374168187998,1.8853662176529902
15.39995572,8.368480116,13.69350614239423,9.304415223172825,1.7064495776057687,0.9359351071728241,1.9462642897996951
15.090313831,8.349019681,11.541958411465997,12.205006491044166,3.548355419534003,3.8559868100441665,5.240177522047408
14.77722187,8.2526266,14.105467200849851,9.147604520261533,0.6717546691501486,0.8949779202615336,1.1190352153889909
14.505042805,8.402852878,13.02237187139346,11.695793974136045,1.4826709336065402,3.2929410961360457,3.6113396627821306
14.26399733,8.258661771,11.807244225730651,9.605436636795192,2.4567531042693496,1.346774865795192,2.8016849134895137
13.964277858,8.327275364,11.477106449741843,7.9491674364610905,2.487171408258158,0.37810792753890965,2.515747844861372
13.668401696,8.469650673,10.830050509402096,12.118142742655603,2.8383511865979045,3.648492069655603,4.622524401320296
13.373220227,8.529,12.770759456507935,8.379232141521179,0.6024607704920637,0.14976785847882113,0.6207973835441184
13.061792705,8.532824696,12.17201260431812,10.096536908480644,0.8897801006818806,1.5637122124806435,1.7991399364781404
12.762561736,8.526644203,11.715981396429342,8.250786221328982,1.0465803395706583,0.2758579816710185,1.0823252899324871
12.525478201,8.56216812,11.460628590634728,9.293434397739048,1.0648496103652718,0.7312662777390475,1.2917643212495817
12.362502723,8.593193724,8.437297802712243,11.939971502437466,3.925204920287758,3.346777778437465,5.158309331989895
12.110644184,8.588269469,11.02809926146699,7.527203989937627,1.0825449225330104,1.061065479062373,1.5158375441187175
11.824582885,8.576122995,15.966172008798125,4.969695685909124,4.141589123798125,3.6064273090908765,5.491728180283451
11.534660577,8.586,10.857155353497415,9.709691249625996,0.6775052235025854,1.1236912496259954,1.312133892695147
11.23762902,8.576425117,11.806213785596698,9.063265005542261,0.5685847655966985,0.4868398885422618,0.7485330405162449
10.94015963,8.575253991,11.276758501808166,10.104452760190304,0.3365988718081656,1.5291987691903035,1.5658057594081294
10.641334226,8.578962983,8.87748862058021,10.020980347866336,1.7638456054197889,1.4420173648663361,2.278281238200138
10.345056995,8.569918693,11.887927186671952,8.562222780738221,1.5428701916719518,0.007695912261779014,1.5428893853466574
9.940708111,8.583856937,11.635912587883519,9.87604946649351,1.6952044768835197,1.2921925294935104,2.131543983061284
9.493100455,8.525821238,11.506242652727698,8.692067492947043,2.0131421977276975,0.16624625494704226,2.0199948825568397
9.16281684,8.540312311,10.582298778113193,10.350463608410303,1.4194819381131936,1.8101512974103038,2.3003427336259685
8.820289713,8.546690636,9.283499268787335,10.109550798210245,0.46320955578733525,1.5628601622102458,1.630059808472234
8.480026063,8.535307181,4.608300135506771,11.344325710687086,3.8717259274932294,2.8090185296870853,4.783392808221869
8.144800245,8.522027267,9.524517968628443,9.02049959440491,1.379717723628442,0.4984723274049099,1.4670022692834928
7.792040098,8.524943535,10.902777097731141,6.32643275515539,3.1107369997311407,2.19851077984461,3.809217023298785
7.438940324,8.519117842,10.869989740301387,10.09130837618709,3.431049416301387,1.57219053418709,3.774106937129574
7.114428971,8.534,8.671717380720047,8.931788078337817,1.557288409720047,0.3977880783378165,1.6072904362050084
6.780597022,8.544926303,11.728098541227778,9.868477268900303,4.947501519227778,1.3235509659003029,5.1214801026750845
6.550758224,8.583224369,8.72464346639706,5.420219154614622,2.17388524239706,3.163005214385378,3.8380175915882426
6.277438937,8.683,8.467421557511232,5.074954593508039,2.1899826205112314,3.6080454064919607,4.220665295122201
5.972419758,8.649957291,11.251525492028515,9.054388715111203,5.279105734028515,0.4044314241112037,5.294574782535549
5.621151413,8.677410358,4.1048792715404705,13.898405796530605,1.5162721414595293,5.220995438530606,5.436715421660735
5.269004567,8.69125807,8.733957734577453,12.314281925011194,3.4649531675774536,3.623023855011194,5.013202799357433
4.898726802,8.732893109,3.7227842966783773,6.03465687133536,1.1759425053216224,2.6982362376646405,2.9433517577871537
