min_x,max_x,mean_x,q25_x,q50_x,q75_x,min_y,max_y,mean_y,q25_y,q50_y,q75_y,min_euclidean,max_euclidean,mean_euclidean,q25_euclidean,q50_euclidean,q75_euclidean
0.00416760515186354,12.759724955523858,3.65415500702379,1.507871839496282,3.147412648515951,4.9883077879257725,0.007695912261779014,7.734081050330756,1.6324508773825344,0.4688860927235843,1.2090052051144577,2.158112413068231,0.6207973835441184,12.766234701712937,4.341295853394777,2.103656707935173,3.956575199296159,5.450468611316414
