min_x,max_x,mean_x,q25_x,q50_x,q75_x,min_y,max_y,mean_y,q25_y,q50_y,q75_y,min_euclidean,max_euclidean,mean_euclidean,q25_euclidean,q50_euclidean,q75_euclidean
0.19129025000246358,12.266136499007974,3.5004635336804584,1.7540874315557198,2.5429207433016776,5.5654363746323146,0.0016838231574496376,3.710266517901365,1.3072795888407025,0.5240009551117666,1.2345668487146906,1.8399728459716849,0.33060134232145677,12.270466094612736,3.9225378791786767,2.1990341229466903,3.0706551568552243,5.830204666621302
