min_x,max_x,mean_x,q25_x,q50_x,q75_x,min_y,max_y,mean_y,q25_y,q50_y,q75_y,min_euclidean,max_euclidean,mean_euclidean,q25_euclidean,q50_euclidean,q75_euclidean
0.019270513413598422,10.064376580126458,3.448948900980268,1.393077396896886,2.640347097795396,5.040883264025522,0.05474726496529492,15.18306099504421,1.445214469778997,0.5512085763041299,1.0501043656130844,1.9288967878595766,0.18512203579299638,18.21584522128553,3.9293536044495507,2.21091896866758,2.9797221512066883,5.372304401602703
