min_x,max_x,mean_x,q25_x,q50_x,q75_x,min_y,max_y,mean_y,q25_y,q50_y,q75_y,min_euclidean,max_euclidean,mean_euclidean,q25_euclidean,q50_euclidean,q75_euclidean
0.10461511563684667,10.36322706595914,4.0137038202403765,1.6003402161992892,3.666369894816291,4.6565272156183095,0.05407376706004108,2.658007969974898,0.9092567793107942,0.3544870156903195,0.8549490468530339,1.2263474391852116,0.3043791429351961,10.36336813940874,4.31397591439288,1.9611559911421166,4.150507522654671,4.729715733512615
