real_x,real_y,predicted_x,predicted_y,deviation_x,deviation_y,eclidean_distance
17.904466559,8.44163336,14.008245770410783,6.940983763464963,3.8962207885892166,1.5006495965350375,4.175222825792122
17.879,8.46122093,10.93075860428024,8.465980650795835,6.948241395719762,0.00475972079583542,6.948243025984034
17.876,8.4599663,13.852948675703757,6.953269263994752,4.023051324296244,1.5066970360052476,4.29593737340627
17.810476997,8.444839437,12.503227333635055,10.984171434256918,5.307249663364944,2.5393319972569177,5.883460374777765
17.641584033,8.432186891,9.85676536266578,7.759488603266785,7.7848186703342215,0.6726982877332155,7.813829068792296
17.441283929,8.415972857,14.886664310284358,8.06347117225786,2.554619618715643,0.3525016847421405,2.578825087917539
17.226108155,8.423342656,17.982270277132976,4.5665038980207475,0.7561621221329773,3.8568387579792534,3.9302654312399303
16.985480916,8.461159828,14.823387991386229,9.159784880256217,2.1620929246137717,0.698625052256217,2.2721625774369523
16.751558413,8.376935048,13.775636819340093,9.303621646203156,2.9759215936599084,0.9266865982031565,3.1168665969047615
16.398830983,8.493250622,14.658541874844877,6.748843988334688,1.7402891081551228,1.744406633665312,2.4640537095483324
16.077802968,8.478290406,11.302723634402042,8.540503750318235,4.775079333597958,0.062213344318236,4.775484597647194
15.781516942,8.412759513,15.162286802790502,10.225201904115899,0.6192301392094972,1.8124423911158996,1.9153050374338112
15.525966546,8.600261032,17.288052431471684,11.222706396335496,1.7620858854716843,2.622445364335496,3.159456655297436
15.25996332,8.441004468,15.615152241988744,7.332470791683546,0.3551889219887432,1.108533676316453,1.1640472850495363
14.928126672,8.251525302,13.563695391653413,9.623468212555014,1.3644312803465866,1.3719429105550152,1.93491603657895
14.654171735,8.377617173,15.672191570300573,6.8585437510168505,1.0180198353005725,1.5190734219831503,1.8286466160636403
14.365873956,8.387226891,12.67624049684939,7.488347731822644,1.6896334591506097,0.8988791591773548,1.9138560471165649
14.123155507,8.186557236,7.741763767176313,7.758343939505832,6.381391739823687,0.4282132964941683,6.395742893861852
13.824524671,8.418871331,9.736406473753293,10.178013416968946,4.0881181972467076,1.7591420859689464,4.450538312753508
13.510632859,8.498420893,12.124911626274574,8.168076156880147,1.385721232725425,0.33034473611985327,1.4245529051278394
13.211565138,8.527086955,5.257578400611734,9.64630103463514,7.953986737388266,1.1192140796351406,8.032343691264833
12.905566649,8.528427656,17.31402805751361,8.872690284485532,4.40846140851361,0.3442626284855326,4.421882941431802
12.619338212,8.539467414,14.950574698950179,5.654194027515996,2.3312364869501785,2.8852733864840046,3.7093754289422747
12.459260453,8.58137697,13.314373962807101,8.979422525503669,0.8551135098071008,0.3980455555036677,0.943217567113146
12.238089895,8.590298454,13.304880792290412,8.178187603428908,1.0667908972904119,0.4121108505710911,1.1436250135862325
11.970608485,8.578754278,9.2853843504089,8.456874476160866,2.685224134591099,0.1218798018391336,2.6879887163243192
11.678329421,8.596967351,13.761290345278072,10.129823290512975,2.082960924278071,1.5328559395129755,2.586188999932055
11.390520039,8.573954152,13.467414958109082,10.216043895619581,2.0768949191090815,1.6420897436195805,2.647631249083176
11.085022213,8.578502221,14.793999002444624,9.26543067457225,3.7089767894446233,0.68692845357225,3.7720524287138573
10.792765567,8.574609374,9.358233828388277,9.441562451020125,1.4345317386117227,0.8669530770201259,1.676153020114523
10.529479246,8.557618578,11.021034444322341,8.890037486949204,0.4915551983223416,0.33241890894920445,0.5934044523128353
10.153554726,8.583761646,11.703274531496051,10.931891821989286,1.5497198054960517,2.3481301759892865,2.813422612928637
9.707006914,8.578533967,8.630572069526014,7.679839603875762,1.0764348444739866,0.8986943631242381,1.4022708485556619
9.326520566,8.530532162,10.930807382275626,9.076081084192927,1.6042868162756267,0.5455489221929266,1.6945087239024914
8.994194439,8.541166087,10.174094919337037,10.43687979590463,1.1799004803370376,1.8957137089046299,2.2329119126442314
8.649413608,8.551414503,10.34477039084942,9.102119003795817,1.6953567828494212,0.5507045007958169,1.7825571711309316
8.311152278,8.520649006,11.96622542561018,9.34240052495433,3.65507314761018,0.821751518954331,3.7463095538522624
7.973213757,8.522618485,11.218268145006066,8.755646916916788,3.245054388006066,0.23302843191678768,3.253410553741876
7.608176851,8.527798786,11.434481462411124,10.049287095395732,3.8263046114111248,1.5214883093957319,4.11770975846209
7.282658688,8.539580057,7.9721097256470275,8.801628922506163,0.6894510376470278,0.2620488655061628,0.7375719227476262
6.943644212,8.519587325,11.471946982152973,9.352042607397484,4.5283027701529734,0.8324552823974845,4.604183725196744
6.632932071,8.532356686,12.788110088994179,10.754076143955162,6.155178017994179,2.221719457955162,6.543871467491956
6.445412784,8.627817705,13.747106022948042,9.515380859400093,7.301693238948042,0.8875631544000928,7.355439654347536
6.164328256,8.633647955,12.461902714535839,8.597103953720785,6.297574458535839,0.036544001279215976,6.297680487674208
5.621151413,8.677410358,11.314269317990735,9.25602825822842,5.693117904990736,0.5786179002284211,5.72244616878052
5.269004567,8.69125807,8.099322017318265,7.796748135127282,2.8303174503182653,0.8945099348727181,2.9683067383884167
4.898726802,8.732893109,4.7827103167656855,9.711023774935033,0.11601648523431418,0.9781306659350317,0.9849870174213631
4.512396538,8.622235629,14.292742781134027,11.2757470957545,9.780346243134026,2.6535114667545,10.133918084323728
4.230493794,8.592531115,13.576020612353537,6.977305592502411,9.345526818353537,1.6152255224975889,9.484082717959222
3.81671387,8.641372359,12.364463247634568,9.246369277181593,8.547749377634567,0.6049969181815928,8.569133018798421
3.421318211,8.589793141,9.958899332329665,7.197485637668152,6.537581121329665,1.392307503331847,6.684196818002908
3.058437312,8.56256887,9.655471326293288,10.322731903304266,6.597034014293287,1.7601630333042664,6.8278130971456354
2.705233581,8.566,11.811478232296103,6.2710225043055265,9.106244651296103,2.294977495694474,9.390985749909483
2.352837172,8.544618216,7.879762515916343,7.554171511967873,5.526925343916343,0.9904467040321272,5.614970029372631
2.000232666,8.541160667,12.787449036008319,8.826854228821276,10.787216370008318,0.2856935618212759,10.790998926171829
1.490518436,8.537359024,11.213590314128881,7.626990559893445,9.72307187812888,0.9103684641065559,9.765597651331966
1.163884664,8.511735583,9.19349120713368,8.11462989662318,8.029606543133681,0.3971056863768201,8.039420014135848
0.834405433,8.479405411,10.697092123121223,9.200691753747842,9.862686690121222,0.7212863427478418,9.889026379564818
