windowsettings,min_x,max_x,mean_x,q25_x,q50_x,q75_x,min_y,max_y,mean_y,q25_y,q50_y,q75_y,min_euclidean,max_euclidean,mean_euclidean,q25_euclidean,q50_euclidean,q75_euclidean
3_12_100_tss,0.557855660777955,8.973258618657262,3.391503726882411,1.4208416899548189,1.981146335411813,5.3489507189068615,0.19174693677847898,5.340166809308268,1.6396664960008316,0.5837092835876865,1.299175598481213,2.701344763087189,1.3481693452200751,9.018529438690901,4.214363553655099,2.0655393029085456,3.5567773273171244,5.948255734091315
