min_x,max_x,mean_x,q25_x,q50_x,q75_x,min_y,max_y,mean_y,q25_y,q50_y,q75_y,min_euclidean,max_euclidean,mean_euclidean,q25_euclidean,q50_euclidean,q75_euclidean
2.073979806726703,6.891686527612963,3.957517519191826,2.5221102475790564,2.683427324914362,5.616383689126044,0.12013209441250794,0.9323126495885603,0.4365548555996998,0.19277609474173119,0.4599901843019687,0.477563254953731,2.077456126809437,6.907020643123645,4.003734245289013,2.6889118575226916,2.725591471695465,5.619691127293826
